"Colname" "CGR.ID" "External.ID" "SampleType" "Source.Material" "Extraction.Batch.ID" "Source.PCR.Plate" "Run.ID" "Project.ID" "Collection.Method" "Instrument" "Month" "Storage" "Subject"
"SC241158" "SP2028_ScopeCell_V01_MB0000608" "SP2028_ScopeCell_V01" "Study" "Saliva" "MB0000608" "PC20070_E_05" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2028"
"SC241159" "SP2029_ScopeCell_V01_MB0000608" "SP2029_ScopeCell_V01" "Study" "Saliva" "MB0000608" "PC20070_H_05" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2029"
"SC241160" "SP2030_ScopeCell_V01_MB0000608" "SP2030_ScopeCell_V01" "Study" "Saliva" "MB0000608" "PC20070_B_04" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2030"
"SC241169" "DZ35316_0076_MB0000608" "DZ35316_0076" "artificialcolony" "Saliva" "MB0000608" "PC20070_E_02" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "Control" "KF" "ExtMonth0" "Control" "Control"
"SC241254" "SP2001_OMNI_V04_PC01032" "SP2001_OMNI_V04" "Study" "Buccal" "PC01032" "PC20070_B_06" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "80" "SP2001"
"SC241255" "SP2002_OMNI_V04_PC01032" "SP2002_OMNI_V04" "Study" "Buccal" "PC01032" "PC20070_C_06" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "80" "SP2002"
"SC241256" "SP2003_OMNI_V04_PC01032" "SP2003_OMNI_V04" "Study" "Buccal" "PC01032" "PC20070_D_06" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "80" "SP2003"
"SC241257" "SP2004_OMNI_V04_PC01032" "SP2004_OMNI_V04" "Study" "Buccal" "PC01032" "PC20070_E_06" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "80" "SP2004"
"SC241258" "SP2005_OMNI_V04_PC01032" "SP2005_OMNI_V04" "Study" "Buccal" "PC01032" "PC20070_F_06" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "80" "SP2005"
"SC241259" "SP2006_OMNI_V04_PC01032" "SP2006_OMNI_V04" "Study" "Buccal" "PC01032" "PC20070_G_06" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "80" "SP2006"
"SC241260" "SP2007_OMNI_V04_PC01032" "SP2007_OMNI_V04" "Study" "Buccal" "PC01032" "PC20070_H_06" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "80" "SP2007"
"SC241262" "SP2009_OMNI_V04_PC01032" "SP2009_OMNI_V04" "Study" "Buccal" "PC01032" "PC20070_A_07" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "80" "SP2009"
"SC241263" "SP2010_OMNI_V04_PC01032" "SP2010_OMNI_V04" "Study" "Buccal" "PC01032" "PC20070_B_07" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "80" "SP2010"
"SC241264" "SP2011_OMNI_V04_PC01032" "SP2011_OMNI_V04" "Study" "Buccal" "PC01032" "PC20070_C_07" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "80" "SP2011"
"SC241265" "SP2012_OMNI_V04_PC01032" "SP2012_OMNI_V04" "Study" "Buccal" "PC01032" "PC20070_D_07" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "80" "SP2012"
"SC241269" "SP2016_OMNI_V04_PC01032" "SP2016_OMNI_V04" "Study" "Buccal" "PC01032" "PC20070_E_07" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "80" "SP2016"
"SC241270" "SP2017_OMNI_V04_PC01032" "SP2017_OMNI_V04" "Study" "Buccal" "PC01032" "PC20070_F_07" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "80" "SP2017"
"SC241271" "SP2018_OMNI_V04_PC01032" "SP2018_OMNI_V04" "Study" "Buccal" "PC01032" "PC20070_G_07" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "80" "SP2018"
"SC241272" "SP2019_OMNI_V04_PC01032" "SP2019_OMNI_V04" "Study" "Buccal" "PC01032" "PC20070_H_07" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "80" "SP2019"
"SC241274" "SP2021_OMNI_V04_PC01032" "SP2021_OMNI_V04" "Study" "Buccal" "PC01032" "PC20070_A_08" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "80" "SP2021"
"SC241275" "SP2022_OMNI_V04_PC01032" "SP2022_OMNI_V04" "Study" "Buccal" "PC01032" "PC20070_B_08" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "80" "SP2022"
"SC241278" "SP2025_OMNI_V04_PC01032" "SP2025_OMNI_V04" "Study" "Buccal" "PC01032" "PC20070_C_08" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "80" "SP2025"
"SC241279" "SP2026_OMNI_V04_PC01032" "SP2026_OMNI_V04" "Study" "Buccal" "PC01032" "PC20070_D_08" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "80" "SP2026"
"SC241280" "SP2027_OMNI_V04_PC01032" "SP2027_OMNI_V04" "Study" "Buccal" "PC01032" "PC20070_E_08" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "80" "SP2027"
"SC241281" "SP2028_OMNI_V04_PC01032" "SP2028_OMNI_V04" "Study" "Buccal" "PC01032" "PC20070_F_08" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "80" "SP2028"
"SC241282" "SP2029_OMNI_V04_PC01032" "SP2029_OMNI_V04" "Study" "Buccal" "PC01032" "PC20070_G_08" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "80" "SP2029"
"SC241283" "SP2030_OMNI_V04_PC01032" "SP2030_OMNI_V04" "Study" "Buccal" "PC01032" "PC20070_H_08" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "80" "SP2030"
"SC241284" "DZ35316_0089_PC01032" "DZ35316_0089" "artificialcolony" "Buccal" "PC01032" "PC20070_A_09" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "Control" "KF" "ExtMonth0" "Control" "Control"
"SC241287" "SP2002_ScopeCell_V02_PC01032" "SP2002_ScopeCell_V02" "Study" "Buccal" "PC01032" "PC20070_C_09" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "80" "SP2002"
"SC241288" "SP2003_ScopeCell_V04_PC01032" "SP2003_ScopeCell_V04" "Study" "Buccal" "PC01032" "PC20070_D_09" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "80" "SP2003"
"SC241289" "SP2004_ScopeCell_V02_PC01032" "SP2004_ScopeCell_V02" "Study" "Buccal" "PC01032" "PC20070_E_09" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "80" "SP2004"
"SC241290" "SP2005_ScopeCell_V04_PC01032" "SP2005_ScopeCell_V04" "Study" "Buccal" "PC01032" "PC20070_F_09" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "80" "SP2005"
"SC241292" "SP2007_ScopeCell_V04_PC01032" "SP2007_ScopeCell_V04" "Study" "Buccal" "PC01032" "PC20070_G_09" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "80" "SP2007"
"SC241293" "SP2008_ScopeCell_V02_PC01032" "SP2008_ScopeCell_V02" "Study" "Buccal" "PC01032" "PC20070_H_09" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "80" "SP2008"
"SC241294" "SP2009_ScopeCell_V04_PC01032" "SP2009_ScopeCell_V04" "Study" "Buccal" "PC01032" "PC20070_A_10" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "80" "SP2009"
"SC241295" "SP2010_ScopeCell_V04_PC01032" "SP2010_ScopeCell_V04" "Study" "Buccal" "PC01032" "PC20070_B_10" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "80" "SP2010"
"SC241296" "SP2011_ScopeCell_V04_PC01032" "SP2011_ScopeCell_V04" "Study" "Buccal" "PC01032" "PC20070_C_10" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "80" "SP2011"
"SC241297" "SP2012_ScopeCell_V04_PC01032" "SP2012_ScopeCell_V04" "Study" "Buccal" "PC01032" "PC20070_D_10" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "80" "SP2012"
"SC241298" "SP2013_ScopeCell_V04_PC01032" "SP2013_ScopeCell_V04" "Study" "Buccal" "PC01032" "PC20070_E_10" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "80" "SP2013"
"SC241300" "SP2015_ScopeCell_V04_PC01032" "SP2015_ScopeCell_V04" "Study" "Buccal" "PC01032" "PC20070_F_10" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "80" "SP2015"
"SC241301" "SP2016_ScopeCell_V04_PC01032" "SP2016_ScopeCell_V04" "Study" "Buccal" "PC01032" "PC20070_G_10" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "80" "SP2016"
"SC241302" "SP2017_ScopeCell_V04_PC01032" "SP2017_ScopeCell_V04" "Study" "Buccal" "PC01032" "PC20070_H_10" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "80" "SP2017"
"SC241303" "SP2018_ScopeCell_V04_PC01032" "SP2018_ScopeCell_V04" "Study" "Buccal" "PC01032" "PC20070_A_11" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "80" "SP2018"
"SC241304" "SP2019_ScopeCell_V04_PC01032" "SP2019_ScopeCell_V04" "Study" "Buccal" "PC01032" "PC20070_B_11" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "80" "SP2019"
"SC241305" "SP2020_ScopeCell_V04_PC01032" "SP2020_ScopeCell_V04" "Study" "Buccal" "PC01032" "PC20070_C_11" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "80" "SP2020"
"SC241306" "SP2021_ScopeCell_V04_PC01032" "SP2021_ScopeCell_V04" "Study" "Buccal" "PC01032" "PC20070_D_11" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "80" "SP2021"
"SC241307" "SP2022_ScopeCell_V04_PC01032" "SP2022_ScopeCell_V04" "Study" "Buccal" "PC01032" "PC20070_E_11" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "80" "SP2022"
"SC241308" "SP2023_ScopeCell_V04_PC01032" "SP2023_ScopeCell_V04" "Study" "Buccal" "PC01032" "PC20070_F_11" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "80" "SP2023"
"SC241309" "SP2024_ScopeCell_V04_PC01032" "SP2024_ScopeCell_V04" "Study" "Buccal" "PC01032" "PC20070_G_11" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "80" "SP2024"
"SC241310" "SP2025_ScopeCell_V04_PC01032" "SP2025_ScopeCell_V04" "Study" "Buccal" "PC01032" "PC20070_H_11" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "80" "SP2025"
"SC241311" "SP2026_ScopeCell_V04_PC01032" "SP2026_ScopeCell_V04" "Study" "Buccal" "PC01032" "PC20070_A_12" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "80" "SP2026"
"SC241312" "SP2027_ScopeCell_V04_PC01032" "SP2027_ScopeCell_V04" "Study" "Buccal" "PC01032" "PC20070_B_12" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "80" "SP2027"
"SC241313" "SP2028_ScopeCell_V04_PC01032" "SP2028_ScopeCell_V04" "Study" "Buccal" "PC01032" "PC20070_C_12" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "80" "SP2028"
"SC241314" "SP2029_ScopeCell_V04_PC01032" "SP2029_ScopeCell_V04" "Study" "Buccal" "PC01032" "PC20070_D_12" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "80" "SP2029"
"SC241315" "SP2030_ScopeCell_V04_PC01032" "SP2030_ScopeCell_V04" "Study" "Buccal" "PC01032" "PC20070_E_12" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "80" "SP2030"
"SC241316" "DZ35298_0023_PC01032" "DZ35298_0023" "robogut" "Buccal" "PC01032" "PC20070_F_12" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "Control" "KF" "ExtMonth0" "Control" "Control"
"SC333095" "DZ35316_0139_PC08111" "DZ35316_0139" "artificialcolony" "Buccal" "PC08111" "PC20075_D_04" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "Control" "KF" "ExtMonth06" "Control" "Control"
"SC333096" "SP2001_ScopeCell_V07_PC08111" "SP2001_ScopeCell_V07" "Study" "Buccal" "PC08111" "PC20075_E_04" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth06" "80" "SP2001"
"SC333097" "SP2002_ScopeCell_V05_PC08111" "SP2002_ScopeCell_V05" "Study" "Buccal" "PC08111" "PC20075_F_04" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth06" "80" "SP2002"
"SC333098" "SP2003_ScopeCell_V07_PC08111" "SP2003_ScopeCell_V07" "Study" "Buccal" "PC08111" "PC20075_G_04" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth06" "80" "SP2003"
"SC333099" "SP2004_ScopeCell_V05_PC08111" "SP2004_ScopeCell_V05" "Study" "Buccal" "PC08111" "PC20075_H_04" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth06" "80" "SP2004"
"SC333100" "SP2005_ScopeCell_V07_PC08111" "SP2005_ScopeCell_V07" "Study" "Buccal" "PC08111" "PC20075_A_05" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth06" "80" "SP2005"
"SC333101" "SP2006_ScopeCell_V07_PC08111" "SP2006_ScopeCell_V07" "Study" "Buccal" "PC08111" "PC20075_B_05" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth06" "80" "SP2006"
"SC333102" "SP2007_ScopeCell_V07_PC08111" "SP2007_ScopeCell_V07" "Study" "Buccal" "PC08111" "PC20075_C_05" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth06" "80" "SP2007"
"SC333103" "SP2008_ScopeCell_V05_PC08111" "SP2008_ScopeCell_V05" "Study" "Buccal" "PC08111" "PC20075_D_05" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth06" "80" "SP2008"
"SC333104" "SP2009_ScopeCell_V07_PC08111" "SP2009_ScopeCell_V07" "Study" "Buccal" "PC08111" "PC20075_E_05" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth06" "80" "SP2009"
"SC333105" "SP2010_ScopeCell_V07_PC08111" "SP2010_ScopeCell_V07" "Study" "Buccal" "PC08111" "PC20075_F_05" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth06" "80" "SP2010"
"SC333106" "SP2011_ScopeCell_V07_PC08111" "SP2011_ScopeCell_V07" "Study" "Buccal" "PC08111" "PC20075_G_05" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth06" "80" "SP2011"
"SC333107" "SP2012_ScopeCell_V07_PC08111" "SP2012_ScopeCell_V07" "Study" "Buccal" "PC08111" "PC20075_H_05" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth06" "80" "SP2012"
"SC333108" "SP2013_ScopeCell_V07_PC08111" "SP2013_ScopeCell_V07" "Study" "Buccal" "PC08111" "PC20075_A_06" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth06" "80" "SP2013"
"SC333109" "SP2014_ScopeCell_V07_PC08111" "SP2014_ScopeCell_V07" "Study" "Buccal" "PC08111" "PC20075_B_06" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth06" "80" "SP2014"
"SC333110" "SP2015_ScopeCell_V07_PC08111" "SP2015_ScopeCell_V07" "Study" "Buccal" "PC08111" "PC20075_C_06" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth06" "80" "SP2015"
"SC333111" "SP2016_ScopeCell_V07_PC08111" "SP2016_ScopeCell_V07" "Study" "Buccal" "PC08111" "PC20075_D_06" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth06" "80" "SP2016"
"SC333112" "SP2017_ScopeCell_V07_PC08111" "SP2017_ScopeCell_V07" "Study" "Buccal" "PC08111" "PC20075_E_06" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth06" "80" "SP2017"
"SC333113" "SP2018_ScopeCell_V07_PC08111" "SP2018_ScopeCell_V07" "Study" "Buccal" "PC08111" "PC20075_F_06" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth06" "80" "SP2018"
"SC333114" "SP2019_ScopeCell_V07_PC08111" "SP2019_ScopeCell_V07" "Study" "Buccal" "PC08111" "PC20075_G_06" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth06" "80" "SP2019"
"SC333115" "SP2020_ScopeCell_V07_PC08111" "SP2020_ScopeCell_V07" "Study" "Buccal" "PC08111" "PC20075_H_06" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth06" "80" "SP2020"
"SC333116" "SP2021_ScopeCell_V07_PC08111" "SP2021_ScopeCell_V07" "Study" "Buccal" "PC08111" "PC20075_A_07" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth06" "80" "SP2021"
"SC333117" "SP2022_ScopeCell_V07_PC08111" "SP2022_ScopeCell_V07" "Study" "Buccal" "PC08111" "PC20075_B_07" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth06" "80" "SP2022"
"SC333118" "SP2023_ScopeCell_V07_PC08111" "SP2023_ScopeCell_V07" "Study" "Buccal" "PC08111" "PC20075_C_07" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth06" "80" "SP2023"
"SC333119" "SP2024_ScopeCell_V07_PC08111" "SP2024_ScopeCell_V07" "Study" "Buccal" "PC08111" "PC20075_D_07" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth06" "80" "SP2024"
"SC333120" "SP2025_ScopeCell_V07_PC08111" "SP2025_ScopeCell_V07" "Study" "Buccal" "PC08111" "PC20075_E_07" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth06" "80" "SP2025"
"SC333121" "SP2026_ScopeCell_V07_PC08111" "SP2026_ScopeCell_V07" "Study" "Buccal" "PC08111" "PC20075_F_07" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth06" "80" "SP2026"
"SC333122" "SP2027_ScopeCell_V07_PC08111" "SP2027_ScopeCell_V07" "Study" "Buccal" "PC08111" "PC20075_G_07" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth06" "80" "SP2027"
"SC333123" "SP2028_ScopeCell_V07_PC08111" "SP2028_ScopeCell_V07" "Study" "Buccal" "PC08111" "PC20075_H_07" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth06" "80" "SP2028"
"SC333124" "SP2029_ScopeCell_V07_PC08111" "SP2029_ScopeCell_V07" "Study" "Buccal" "PC08111" "PC20075_A_08" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth06" "80" "SP2029"
"SC333125" "SP2030_ScopeCell_V07_PC08111" "SP2030_ScopeCell_V07" "Study" "Buccal" "PC08111" "PC20075_B_08" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth06" "80" "SP2030"
"SC333126" "DZ35298_0040_PC08111" "DZ35298_0040" "robogut" "Buccal" "PC08111" "PC20075_C_08" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "Control" "KF" "ExtMonth06" "Control" "Control"
"SC334761" "SP2001_OMNI_V07_MB0000661" "SP2001_OMNI_V07" "Study" "Saliva" "MB0000661" "PC20075_H_03" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth06" "80" "SP2001"
"SC334762" "SP2002_OMNI_V07_MB0000661" "SP2002_OMNI_V07" "Study" "Saliva" "MB0000661" "PC20075_B_02" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth06" "80" "SP2002"
"SC334763" "SP2003_OMNI_V07_MB0000661" "SP2003_OMNI_V07" "Study" "Saliva" "MB0000661" "PC20075_E_01" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth06" "80" "SP2003"
"SC334764" "SP2004_OMNI_V07_MB0000661" "SP2004_OMNI_V07" "Study" "Saliva" "MB0000661" "PC20075_A_04" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth06" "80" "SP2004"
"SC334765" "SP2005_OMNI_V07_MB0000661" "SP2005_OMNI_V07" "Study" "Saliva" "MB0000661" "PC20075_F_02" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth06" "80" "SP2005"
"SC334767" "SP2007_OMNI_V07_MB0000661" "SP2007_OMNI_V07" "Study" "Saliva" "MB0000661" "PC20075_B_03" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth06" "80" "SP2007"
"SC334768" "SP2008_OMNI_V07_MB0000661" "SP2008_OMNI_V07" "Study" "Saliva" "MB0000661" "PC20075_B_04" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth06" "80" "SP2008"
"SC334770" "SP2010_OMNI_V07_MB0000661" "SP2010_OMNI_V07" "Study" "Saliva" "MB0000661" "PC20075_C_04" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth06" "80" "SP2010"
"SC334771" "SP2011_OMNI_V07_MB0000661" "SP2011_OMNI_V07" "Study" "Saliva" "MB0000661" "PC20075_F_01" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth06" "80" "SP2011"
"SC334772" "SP2012_OMNI_V07_MB0000661" "SP2012_OMNI_V07" "Study" "Saliva" "MB0000661" "PC20075_D_01" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth06" "80" "SP2012"
"SC334773" "SP2013_OMNI_V07_MB0000661" "SP2013_OMNI_V07" "Study" "Saliva" "MB0000661" "PC20075_A_03" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth06" "80" "SP2013"
"SC334774" "SP2014_OMNI_V07_MB0000661" "SP2014_OMNI_V07" "Study" "Saliva" "MB0000661" "PC20075_G_03" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth06" "80" "SP2014"
"SC334775" "SP2015_OMNI_V07_MB0000661" "SP2015_OMNI_V07" "Study" "Saliva" "MB0000661" "PC20075_A_01" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth06" "80" "SP2015"
"SC334785" "SP2017_OMNI_V07_MB0000662" "SP2017_OMNI_V07" "Study" "Saliva" "MB0000662" "PC20075_F_03" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth06" "80" "SP2017"
"SC334786" "SP2018_OMNI_V07_MB0000662" "SP2018_OMNI_V07" "Study" "Saliva" "MB0000662" "PC20075_E_02" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth06" "80" "SP2018"
"SC334787" "SP2019_OMNI_V07_MB0000662" "SP2019_OMNI_V07" "Study" "Saliva" "MB0000662" "PC20075_B_01" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth06" "80" "SP2019"
"SC334791" "SP2023_OMNI_V07_MB0000662" "SP2023_OMNI_V07" "Study" "Saliva" "MB0000662" "PC20075_C_03" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth06" "80" "SP2023"
"SC334792" "SP2024_OMNI_V07_MB0000662" "SP2024_OMNI_V07" "Study" "Saliva" "MB0000662" "PC20075_D_02" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth06" "80" "SP2024"
"SC334793" "SP2025_OMNI_V07_MB0000662" "SP2025_OMNI_V07" "Study" "Saliva" "MB0000662" "PC20075_C_01" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth06" "80" "SP2025"
